date,trial_id,sample_id,start_time,mass_pre,mass_post,disc1_pre,disc2_pre,pre_combustion,ignition_delay,flame_duration,smoke_duration,flame_height,disc1_post,disc2_post,vol_burned,self_ignition,self_ig_start,max_temp,notes
05/14/24,61,ST34,18:59:00,275.5,184.7,131.8,134.9,no,12,138,,15,146.3,183.9,30,0,,176.3,NA
05/14/24,62,ST35,19:10:00,497.4,79.3,132.5,135.9,no,34,502,,29,284.8,205.1,95,0,,454,NA
05/13/24,41,ST36,11:46:00,583.3,441.8,135.1,132.9,yes,77,83,,38,108.5,186.3,10,0,,186.3,NA
05/13/24,47,ST37,16:20:00,308.3,82.7,127.8,132.5,yes,34,306,,28,205,226.7,90,0,,350,NA
05/13/24,53,ST38,19:47:00,308.2,95.8,138.8,133.6,no,29,236,,18,159.8,249.9,75,0,,313.6,NA
05/14/24,63,ST39,19:25:00,334.2,100.4,131.3,132.2,no,45,289,,12,216,181.3,85,0,,364,NA
05/14/24,64,ST40,19:40:00,397.3,38.7,130.2,133,no,35,355,,26,220,174.8,95,0,,381.4,NA
05/14/24,65,ST41,19:58:00,152.9,32,138.4,133,no,6,209,,29,224.5,235.8,80,0,,301,NA
05/14/24,66,ST42,20:07:00,216.8,41.6,129.9,132.1,yes,6,190,,28,252.1,211.6,85,0,,329.3,NA
5/28/24,76,TD14,18:33:00,195.3,169,130.7,131.8,yes,7,6,,9,100.3,122.6,3,0,,122.6,NA
5/28/24,77,TD08,18:39:00,128.5,116.9,130.4,131.6,no,2,11,,7,113.7,118.4,3,0,,118.4,NA
5/28/24,78,TD13,18:46:00,71,63.1,130.6,125.7,no,1,6,,7,106.7,112.5,4,0,,112.5,NA
5/28/24,79,TD03,18:59:00,38.4,27.3,133.4,128.8,yes,2,19,,13,144,137,18,0,,137,NA
5/28/24,80,TD11,19:08:00,97.7,74.5,129.8,131.6,no,2,51,,15,123,133.4,22,0,,154,NA
5/28/24,81,TD10,19:14:00,44.7,41.8,126.4,124,no,1,9,,6,121.7,120,8,0,,121.7,NA
5/28/24,82,TD20,19:19:00,340.8,300.2,134.8,131.8,no,20,14,,8,120.3,119.3,5,0,,120.3,NA
5/28/24,83,TD16,19:25:00,195.5,156.8,132.1,133.8,no,51,2,,5,112,115.1,4,0,,115,NA
5/29/24,84,TD07,18:41:00,83.4,72.3,127.8,129.8,no,1,7,,5,120,116.7,2,0,,120,NA
5/29/24,85,TD12,18:48:00,104.3,90.5,132.1,130.4,no,1,11,,7,120.3,124,5,0,,126.3,NA
5/29/24,86,TD09,18:55:00,131.4,115.6,133.7,134.5,no,6,3,,5,108.3,116.6,4,0,,120,NA
5/29/24,87,TD04,19:03:00,48.3,40.7,129.3,133,no,4,11,,4,133.1,136.1,5,0,,139.5,NA
5/29/24,88,TD01,19:09:00,60.5,46.6,126.1,132.9,no,5,24,,9,128.2,133,6,0,,133,NA
5/29/24,89,TD05,19:17:00,109.1,92.6,131.5,130.5,no,10,5,,6,123.6,121.9,3,0,,123.6,NA
5/29/24,90,TD02,19:24:00,91.6,50.5,132.6,137.3,no,3,74,,20,139.8,162.3,60,0,,163.3,NA
5/29/24,91,TD17,19:34:00,94.6,75.3,131.3,134.1,no,14,7,,6,115.6,117.3,4,0,,117.3,NA
5/29/24,92,TD21,19:43:00,224.7,181.7,129.8,131.7,no,29,8,,7,118.6,114,5,0,,118.6,NA
5/29/24,93,TD18,19:50:00,163.2,141.5,129.1,132.7,no,14,6,,7,137.9,127.5,4,0,,137.3,NA
5/29/24,94,TD15,20:01:00,238.7,205.8,129.8,133.6,no,19,9,,6,106,101.7,3,0,,106,NA
5/29/24,95,TD19,20:10:00,180.5,119.5,126.5,136.2,no,46,34,,13,126.4,150.8,30,0,,160.1,NA
06/06/24,96,FRT18,19:42:00,134,113.9,130.3,127.9,no,3,37,,11,130.3,124,20,0,,130.3,NA
06/06/24,97,FRT16,19:51:00,91.5,71.1,134.7,128.8,no,5,21,,9,128.8,124,10,0,,124,NA
06/06/24,98,FRT09,20:02:00,43.1,29.1,137.2,128,no,4,3,,6,128,128.4,4,0,,128.4,NA
06/06/24,99,FRT08,20:09:00,36.9,24.8,137,128.2,no,6,2,,4,128.2,131.2,2,0,,131.2,NA
06/06/24,100,FRT02,20:17:00,61.3,50.8,132.9,126.9,no,5,2,,3,133.1,115.2,2,0,,133.1,NA
06/06/24,101,FRT01,20:25:00,88.2,75.4,132.4,127.7,no,1,7,,4,127.4,114,4,0,,127.4,NA
06/06/24,102,FRT29,20:34:00,450.2,361.8,133.7,127,no,76,37,,7,123,112.3,11,0,,123,NA
06/06/24,103,FRT30,20:45:00,637,516.9,134.4,127.8,no,120,61,,12,123.5,87.8,13,0,,123.5,NA
06/06/24,104,FRT22,20:55:00,355.8,241.6,134.5,128.3,no,86,23,,9,145.8,120,10,0,,145.8,NA
06/06/24,105,FRT23,21:07:00,473.2,87.8,131.9,126.2,no,59,361,,29,194.5,179.5,90,0,,403.3,NA
06/07/24,106,FRT19,17:12:00,132.2,70.2,145.8,144.3,yes,1,31,,22,187.9,185.8,70,0,,196.6,NA
06/07/24,107,FRT15,17:19:00,71.9,47.2,146.9,148.5,yes,1,21,,23,169.4,189.9,75,0,,265.6,NA
06/07/24,108,FRT13,17:28:00,41.1,22.6,143.3,142.9,yes,1,14,,22,145.2,159.3,50,0,,165.5,NA
06/07/24,109,FRT10,17:36:00,77.8,29.9,145,148.8,yes,1,50,,24,163.3,162.5,70,0,,175.5,NA
06/07/24,110,FRT06,17:45:00,52.3,40.8,148.1,142.1,yes,1,26,,11,149.6,147.7,18,0,,140.8,NA
06/07/24,111,FRT04,17:53:00,68.4,56.4,151.2,143,yes,1,10,,8,144.5,140.1,8,0,,144.5,NA
06/07/24,112,FRT27,18:04:00,380.1,107,148,146.8,no,24,178,,25,229.5,252,80,0,,327,NA
06/07/24,113,FRT34,18:23:00,458.1,334.5,141.9,139.7,no,63,50,,17,115.8,125.8,15,0,,125.8,NA
06/07/24,114,FRT26,18:33:00,491.9,131.6,142,138.6,yes,20,445,,27,329.6,329.9,90,0,,397.3,NA
06/07/24,115,FRT33,18:54:00,533.1,120.2,138.3,141.9,yes,65,265,,25,235.2,263.8,90,0,,297.8,NA
06/08/24,116,FRT11,22:19:00,109.3,83.8,146.4,148.1,NA,6,3,,8,133.8,121.7,2,0,,133.8,NA
06/08/24,117,FRT28,22:26:00,408.6,338.3,150,140,NA,56,10,,17,135.8,118.2,5,0,,135.8,NA
06/08/24,118,FRT24,22:34:00,390.6,325.6,146.1,139.6,NA,35,115,,14,128.4,113.5,8,0,,128.4,NA
06/08/24,119,FRT25,22:42:00,514.1,431,144.5,140.4,NA,48,5,,11,131.3,121.3,7,0,,131.3,NA
06/08/24,120,FRT32,22:50:00,471.1,335.1,147.1,145.6,NA,19,211,,23,124,162.2,30,0,,162.2,NA
06/08/24,121,FRT31,23:02:00,695.1,552.4,142.8,145.8,NA,154,15,,9,104.1,126.6,5,0,,126.6,NA
06/08/24,122,FRT35,23:08:00,421.1,267.8,140.3,141.9,NA,42,111,,25,156.1,232.6,40,0,,232.6,NA
06/08/24,123,FRT05,23:18:00,45.1,34.9,141.9,143.1,NA,2,30,,12,143.1,127.8,12,0,,130.5,NA
06/08/24,124,FRT03,23:25:00,62,54.9,138.5,137.8,NA,2,2,,12,135.2,132.4,2,0,,135.2,NA
06/08/24,125,FRT12,23:30:00,114.1,91.6,144.5,143.1,NA,4,4,,10,144.3,121.7,4,0,,144.3,NA
06/08/24,126,FRT14,23:35:00,36.4,18.1,149.5,144.6,NA,2,18,,16,158.1,157.2,80,0,,158.1,NA
06/18/24,127,FFT19,18:57:00,269.2,168.2,139.9,146.5,yes,1,29,,40,191.2,221.2,90,0,,430,NA
06/18/24,128,FFT16,19:05:00,171.3,114.6,143.9,147.5,yes,2,68,,25,138.6,160.5,70,0,,164.7,NA
06/18/24,129,FFT18,19:13:00,116.7,79,143.8,146.5,yes,2,28,,18,137.2,172.3,50,0,,253.7,NA
06/18/24,130,FFT08,19:20:00,183.4,167.3,145.5,143.3,yes,1,4,,4,137.7,133.3,2,0,,163.3,NA
06/18/24,131,FFT12,19:28:00,158.3,128.9,136.6,146.2,yes,1,15,,16,135.9,141.6,15,0,,135.7,NA
06/18/24,132,FFT14,19:35:00,558.6,524.6,142.2,152.6,yes,4,12,,10,103.3,105.4,5,0,,105.4,NA
06/18/24,133,FFT36,19:42:00,150.5,127.2,145.6,134.8,yes,2,5,,10,117.3,135.3,5,0,,135.3,NA
06/18/24,134,FFT35,19:49:00,83.7,59.8,145.4,142.2,yes,2,2,,6,127.1,131.7,3,0,,131.7,NA
06/18/24,135,FFT28,19:55:00,718.7,573.6,152.4,156.9,yes,63,55,,17,121.2,134.5,15,0,,134.5,NA
06/18/24,136,FFT07,20:03:00,671.8,540.7,140.5,152.2,no,67,64,,16,94.3,156.9,15,0,,156.9,NA
06/19/24,137,FFT22,18:05:00,291.2,221.6,139.3,138.5,yes,5,39,,18,160.1,131.1,35,0,,174.9,NA
06/19/24,138,FFT20,18:13:00,323.3,202.1,151.2,144.9,yes,11,49,,26,197.8,212.8,65,0,,285.9,NA
06/19/24,139,FFT21,18:20:00,198.7,163.4,142.5,140.7,no,17,16,,15,123,121.5,12,0,,123,NA
06/19/24,140,FFT211,18:27:00,109.2,67.6,142.8,135,yes,5,38,,17,129.5,126.7,15,0,,126.7,NA
06/19/24,141,FFT13,18:36:00,302,272.9,141.8,144.5,no,5,3,,7,113.7,134.6,2,0,,134.6,NA
06/19/24,142,FFT10,18:42:00,230.5,213.1,139.6,141.4,yes,2,5,,8,113.1,109.8,3,0,,113.1,NA
06/19/24,143,FFT11,18:48:00,185.2,170.8,140.2,134.9,no,3,4,,9,124.1,105.1,2,0,,124.1,NA
06/19/24,144,FFT30,18:56:00,51.6,29.4,142.2,139.1,yes,1,20,,18,146.3,151.6,40,0,,173.8,NA
06/19/24,145,FFT05,19:00:00,712.1,77.3,144.4,148.3,no,40,404,,26,246.5,234.9,95,0,,409,NA
06/19/24,146,FFT02,19:15:00,551.2,171.4,138,137.4,no,43,370,,24,209.5,249.7,70,0,,261.8,NA
06/19/24,147,FFT26,19:30:00,676,257.7,141.7,131.4,yes,55,315,,32,228.2,222.9,90,0,,259.4,NA
06/19/24,148,FFT29,19:44:00,655.7,564.7,146.4,148.3,yes,72,21,,18,107.5,104.8,6,0,,107.5,NA
6/20/24,149,FFT33,19:05:00,110.8,91.7,142.6,138.7,yes,2,3,,6,142.7,139.6,2,0,,142.7,NA
6/20/24,150,FFT32,19:10:00,57.1,43.5,149.2,151.2,no,2,5,,6,141.4,134.1,2,0,,141.4,NA
6/20/24,151,FFT31,19:15:00,69.5,60.2,140.8,140,no,1,2,,6,132.6,129.1,3,0,,132.6,NA
6/20/24,152,FFT09,19:19:00,269.4,249.1,135.9,135,yes,1,17,,14,120.5,130.9,7,0,,130.9,NA
6/20/24,153,FFT34,19:24:00,137.7,110.1,140.2,143.8,yes,2,16,,16,142.9,144.4,15,0,,144.4,NA
6/20/24,154,FFT06,19:34:00,229.5,119,145.3,151.6,yes,15,135,,26,145.9,201.3,40,0,,212.7,NA
6/20/24,155,FFT15,19:41:00,269.4,247.8,137.6,148.5,no,35,130,,18,109.5,123.6,15,0,,145.7,NA
6/20/24,156,FFT03,19:54:00,560.8,448.2,137.7,138.4,no,92,93,,14,84.2,89,10,0,,89,NA
6/20/24,157,FFT01,20:11:00,566.9,153.2,141.7,143.7,yes,16,314,,32,266.9,322.2,80,0,,386.4,NA
6/20/24,158,FFT24,20:23:00,633.2,552,153.9,152.9,no,36,10,,15,132.1,114.1,5,0,,114.1,NA
6/20/24,159,FFT27,20:30:00,750.4,550.2,141.3,142.1,yes,23,167,,25,130.1,136,25,0,,205.9,NA
6/20/24,160,FFT23,20:41:00,432,117.5,150.7,156.4,yes,57,269,,32,236.9,319.5,80,0,,369,NA
6/20/24,161,FFT25,20:53:00,704.7,536.9,146.3,141.7,no,85,45,,18,136.3,119.9,10,0,,136.3,NA
07/03/24,162,SXT02,20:38:00,197.1,154,154.3,154.2,no,1,23,,20,153.7,149.3,25,0,,168.4,NA
07/03/24,163,SXT05,20:46:00,211.9,187.9,147.2,147.8,yes,1,32,,18,130.4,153.6,18,0,,165.9,NA
07/03/24,164,SXT01,20:55:00,191.8,183.6,149.4,143.3,no,1,9,,13,133,130.5,4,0,,130.7,NA
07/03/24,165,SXT07,21:01:00,187.5,169.7,145,139.2,no,2,9,,11,128,121.5,2,0,,128,NA
07/03/24,166,SXT11,21:07:00,148.2,126.8,147.7,135.1,no,3,36,,14,144.7,130.5,15,0,,144.7,NA
07/03/24,167,SXT13,21:13:00,308.4,254.4,152.4,144.5,no,6,15,,61,130.4,135.8,11,0,,147,NA
07/03/24,168,SXT10,21:19:00,316.3,125.8,151.8,146.8,no,6,89,,30,222.5,312.2,90,0,,433.3,NA
07/03/24,169,SXT15,21:32:00,180.4,149,145.9,143.4,no,5,20,,11,130.5,129.7,5,0,,143.7,NA
07/03/24,170,SXT25,21:44:00,186.6,136.3,146.4,141.1,no,43,9,,10,129.9,118.6,9,0,,129.9,NA
07/03/24,171,SXT19,21:50:00,404.4,189.8,147.1,139.4,no,13,71,,31,222.9,325.6,80,0,,448.5,NA
07/03/24,172,SXT28,22:02:00,385.3,341.8,146.5,134.1,no,21,15,,12,127.8,115.8,3,0,,127.8,NA
07/03/24,173,SXT23,22:09:00,215.5,167,140.4,147.4,no,24,9,,13,128.8,119.8,5,0,,128.8,NA
07/03/24,174,SXT27,22:15:00,421.6,352.9,151.6,143.6,no,33,6,,8,133.6,117.4,5,0,,133.6,NA
07/03/24,175,SXT16,22:22:00,495.3,439.6,152.9,138.9,no,11,28,,9,139,112.5,4,0,,139,NA
07/03/24,176,SXT17,22:29:00,313.8,226.6,152.9,140.5,no,27,66,,22,147.5,126.7,20,0,,147.5,NA
07/03/24,177,SXT20,22:37:00,282.3,149.9,152.4,141.7,no,8,127,,23,177,266.6,90,0,,387.7,NA
07/05/24,178,SXT08,18:05:00,135.2,122.9,147.6,147.8,yes,1,12,,20,158.5,155,15,0,,162,NA
07/05/24,179,SXT04,18:13:00,140.1,133.7,146.5,137.8,yes,1,9,,8,140.3,134.8,3,0,,140.3,NA
07/05/24,180,SXT14,18:18:00,91.2,77.6,145.6,145.8,yes,1,29,,19,144.5,151,25,0,,184.9,NA
07/05/24,181,SXT12,18:24:00,134.9,75.4,145.7,147.3,yes,1,40,,37,159.3,228.6,80,0,,375.2,NA
07/05/24,182,SXT09,18:31:00,94.7,63,143.3,142.1,yes,1,43,,26,161.7,160.1,60,0,,309.3,NA
07/05/24,183,SXT29,18:39:00,269.4,228.5,143.4,141.3,yes,6,26,,13,137.5,124.2,5,0,,137.5,NA
07/05/24,184,SXT24,18:45:00,194.3,89.8,142.5,145.6,yes,3,65,,28,174.9,247,90,0,,333.9,NA
07/05/24,185,SXT26,18:55:00,184.6,142.7,140.4,147.1,yes,3,25,,16,137,118.1,10,0,,137,NA
07/05/24,186,SXT22,19:01:00,172.4,103,147.1,143.9,yes,1,91,,36,165.3,238.8,70,0,,327.7,NA
07/05/24,187,SXT18,19:11:00,335.8,178.1,149.7,138.5,yes,8,116,,36,184.5,294.1,80,0,,320.1,NA
07/05/24,188,SXT21,19:20:00,201.8,93.4,143.7,142.1,yes,2,71,,38,190,252.4,90,0,,311.1,NA
07/05/24,189,SXT32,19:28:00,199,161.1,148.1,141.7,no,23,13,,10,127.9,128.9,5,0,,128.9,NA
07/05/24,190,SXT31,19:34:00,475.2,400.7,146.1,130.5,no,39,83,,16,117.2,111.6,10,0,,117.2,NA
07/05/24,191,SXT30,19:43:00,342.6,129.9,150.5,134.4,no,23,252,,30,287.3,181,70,0,,320.6,NA
07/15/24,192,SVT28,21:22:00,221.3,130.2,149.2,147.6,yes,1,33,,48,208.5,208.4,70,0,,297.6,NA
07/15/24,193,SVT26,21:30:00,171,89.9,151,134,yes,1,108,,22,180.6,198.8,90,0,,269.3,NA
07/15/24,194,SVT27,21:38:00,125.6,78.3,152.2,143,yes,1,30,,28,154,164.8,30,0,,190.2,NA
07/15/24,195,SVT25,21:54:00,143.7,88.8,143.9,133.5,yes,1,38,,46,180.9,181.6,75,0,,212.2,NA
07/15/24,196,SVT24,22:07:00,48.3,37.2,148.2,138.8,yes,1,15,,18,144.2,138,10,0,,144.2,NA
07/15/24,197,SVT07,22:14:00,68.2,60.9,148.2,140.1,yes,1,26,,16,136.5,133.2,15,0,,136.5,NA
07/15/24,198,SVT22,22:22:00,170.5,148.6,147.1,137.3,yes,1,5,,13,127.1,112.3,3,0,,127.1,NA
07/15/24,199,SVT23,22:29:00,70.3,47.1,143.9,133.2,yes,1,30,,24,131.2,150.6,20,0,,163.1,NA
07/15/24,200,SVT03,22:38:00,116.7,88.8,144.9,131.5,no,1,21,,12,125.7,122.6,12,0,,125.7,NA
07/15/24,201,SVT04,22:46:00,50.9,44.2,136.9,134.1,yes,1,14,,10,145.1,138.2,7,0,,145.1,NA
07/15/24,202,SVT05,22:52:00,76.8,64.6,153.7,142.2,yes,1,18,,10,144.6,144.1,5,0,,144.6,NA
07/15/24,203,SVT06,22:59:00,32.9,29.4,152.9,151.8,no,1,4,,8,151.5,149.7,2,0,,151.5,NA
07/15/24,204,SVT09,23:02:00,532.1,94.8,151.5,149.1,no,15,250,,32,286.1,309.3,90,0,,403.3,NA
07/15/24,205,SVT15,23:15:00,580,304.1,139.6,148.1,no,60,135,,21,141.6,236.1,45,0,,327,NA
07/15/24,206,SVT10,23:25:00,422.9,90,136,150.2,no,13,283,,33,265.8,293.7,85,0,,371.1,NA
07/15/24,207,SVT21,23:38:00,522.2,184.7,135.4,133.2,yes,18,134,,40,211.4,338.4,75,0,,396.4,NA
07/18/24,208,SVT13,18:50:00,305.5,106.1,140.3,137.2,yes,3,202,,27,244.7,294.9,70,0,,355.4,NA
07/18/24,209,SVT17,19:00:00,585.4,92.2,146.1,138.9,yes,37,260,,30,336.4,325.8,95,0,,450.8,NA
07/18/24,210,SVT11,19:12:00,433.5,96,143.3,133.2,yes,15,345,,25,202,269.9,85,0,,395.4,NA
07/18/24,211,SVT20,19:27:00,508.6,76.5,138.7,132,yes,5,296,,24,228.6,258.3,90,0,,323.3,NA
07/18/24,212,SVT08,19:38:00,523.1,91.6,145.7,133.4,yes,25,251,,34,312.2,300.2,90,0,,465,NA
07/18/24,213,SVT12,19:56:00,527.3,72.2,148,132.7,yes,18,203,,47,328,312.9,88,0,,416.5,NA
07/18/24,214,SVT19,20:09:00,707.9,177.4,137.7,133.5,yes,5,303,,33,290.4,364.8,75,0,,569.3,NA
07/18/24,215,SVT18,20:22:00,436.2,234.3,140.7,143.9,yes,18,192,,22,166,205,55,0,,275.8,NA
07/18/24,216,SVT16,20:32:00,823.5,690.4,135.5,134.3,yes,12,108,,15,131,136.2,15,0,,150,NA
07/18/24,217,SVT14,20:40:00,531.4,86.3,149.7,137.6,yes,18,436,,35,235.2,252.4,90,0,,361.9,NA
07/18/24,218,SVT01,21:05:00,32.4,26.9,136.3,137.9,yes,1,8,,12,136,142,10,0,,145,NA
07/18/24,219,SVT02,21:10:00,25.2,22.8,130.7,133.5,yes,1,8,,11,130,136,12,0,,142,NA
07/28/24,220,EIT01,23:42:00,91.3,78.5,138.6,145,yes,1,38,,20,138.3,134.5,12,0,,149,NA
07/28/24,221,EIT04,23:49:00,194.9,104.7,150.1,148.3,yes,1,55,,42,229.8,209.1,70,0,,356.1,NA
07/28/24,222,EIT06,23:56:00,90.8,77.5,152.9,140.7,no,3,13,,10,148.6,135.8,5,0,,148.6,NA
07/29/24,223,EIT07,00:02:00,104.2,92,146.6,134.5,yes,4,22,,10,126.7,128,5,0,,128,NA
07/29/24,224,EIT03,00:08:00,99.8,87.2,139,134.7,no,4,14,,12,134,125.3,8,0,,134,NA
07/29/24,225,EIT05,00:16:00,100.8,86.7,136.1,132.3,yes,3,10,,6,116.1,111.9,3,0,,116.1,NA
07/29/24,226,EIT02,00:23:00,66.8,58.5,139.9,135.8,no,2,3,,5,139.6,136.2,3,0,,139.6,NA
07/29/24,227,EIT12,00:26:00,218.9,111.4,145,144.8,yes,4,157,,27,160.3,219.9,70,0,,316.7,NA
07/29/24,228,EIT16,00:37:00,170,121.7,152,138.1,yes,5,35,,21,145.8,118,15,0,,145.8,NA
07/29/24,229,EIT09,00:41:00,331.2,266.8,135.3,83,yes,8,123,,14,137.2,123.1,15,0,,137.2,NA
07/30/24,230,EIT14,20:49:00,318.3,274.6,136.3,142.8,yes,6,54,,19,139.9,108,5,0,,139.9,NA
07/30/24,231,EIT11,20:58:00,488.8,238.4,154.7,138.7,yes,1,143,,32,255.1,324,90,0,,455.5,NA
07/30/24,232,EIT10,21:09:00,518.6,199.3,148.7,153.4,yes,3,262,,34,267.6,241.3,90,0,,427.6,NA
07/30/24,233,EIT13,21:18:00,440.6,211.7,144.9,140.1,yes,1,210,,28,187.3,252.2,90,0,,383.7,NA
07/30/24,234,EIT08,21:28:00,458.8,243.3,134.1,139.9,yes,9,181,,26,193.8,302.2,50,0,,385.9,NA
07/30/24,235,EIT19,21:37:00,351.3,173.5,139.5,153.9,yes,8,80,,25,127.9,319.8,60,0,,384.7,NA
07/30/24,236,EIT20,21:44:00,141.4,127.4,142.7,152.4,yes,5,10,,10,130,122,5,0,,130,NA
07/30/24,237,EIT18,21:51:00,281,223.3,136.8,136.7,yes,19,10,,10,108.9,102.6,8,0,,180.9,NA
07/30/24,238,EIT15,21:59:00,143.4,115,136,133.1,yes,9,9,,9,117,112.1,5,0,,117,NA
07/30/24,239,EIT17,22:05:00,206.4,163.6,145,133.3,yes,18,22,,11,136,108.1,15,0,,136,NA
07/30/24,240,EIT21,22:11:00,174,143.9,147.9,132.8,yes,11,9,,8,128.2,111,3,0,,128.2,NA
